ShipmentID,OrderID,ShipperID,ShipDate,DeliveryDate
32333,31452,9,2025-02-26,2025-03-06
32334,48701,9,2024-12-24,2024-12-26
32335,49683,6,2026-05-07,2026-05-11
32336,37723,7,2025-08-23,2025-08-24
32337,4472,1,2025-08-17,2025-08-24
32338,7924,8,2024-11-24,2024-12-01
32339,40031,10,2025-03-03,2025-03-06
32340,28678,7,2025-11-26,2025-12-06
32341,9142,9,2025-06-05,2025-06-10
32342,10989,4,2026-01-06,2026-01-16
32343,7588,1,2025-04-02,2025-04-09
32344,32696,7,2025-10-16,2025-10-22
32345,39807,2,2025-09-21,2025-09-28
32346,31042,6,2026-07-02,2026-07-12
32347,34928,4,2025-04-10,2025-04-12
32348,16899,7,2026-05-02,2026-05-11
32349,4565,1,2024-12-15,2024-12-25
32350,29674,3,2024-02-29,2024-03-07
32351,47903,1,2025-12-09,2025-12-13
32352,41118,6,2025-07-21,2025-07-30
32353,11377,2,2026-04-16,2026-04-18
32354,15542,9,2025-03-04,2025-03-06
32355,2591,2,2024-07-13,2024-07-23
32356,20824,2,2025-08-22,2025-08-24
32357,21585,4,2026-04-21,2026-04-22
32358,826,9,2024-09-03,2024-09-13
32359,31997,10,2024-02-27,2024-03-07
32360,36103,4,2025-03-22,2025-03-25
32361,7972,6,2025-04-15,2025-04-17
32362,9093,7,2024-12-10,2024-12-14
32363,6410,1,2025-01-23,2025-01-30
32364,33824,4,2025-01-16,2025-01-22
32365,39609,5,2024-11-27,2024-11-28
32366,43635,10,2026-05-16,2026-05-17
32367,9874,9,2024-08-01,2024-08-07
32368,5155,10,2024-10-12,2024-10-15
32369,13761,6,2026-05-24,2026-06-03
32370,22633,9,2026-07-12,2026-07-19
32371,27936,8,2024-06-20,2024-06-30
32372,19875,7,2026-06-27,2026-06-30
32373,28713,1,2024-10-25,2024-10-29
32374,38026,6,2025-06-09,2025-06-16
32375,37454,9,2025-03-26,2025-04-05
32376,44265,5,2025-09-08,2025-09-11
32377,15164,10,2025-06-10,2025-06-11
32378,47667,1,2025-09-20,2025-09-25
32379,37741,3,2025-01-19,2025-01-23
32380,28793,6,2024-07-29,2024-08-02
32381,10274,1,2025-11-24,2025-11-25
32382,18879,2,2026-05-14,2026-05-18
32383,30779,1,2024-01-02,2024-01-12
32384,45305,9,2024-06-11,2024-06-16
32385,26672,7,2026-06-10,2026-06-19
32386,8763,7,2025-07-04,2025-07-11
32387,34542,1,2026-03-14,2026-03-24
32388,43528,5,2024-11-24,2024-12-04
32389,48455,2,2025-04-27,2025-04-30
32390,20225,2,2024-11-21,2024-11-24
32391,13003,2,2026-07-16,2026-07-24
32392,889,1,2025-03-15,2025-03-25
32393,38097,8,2026-03-26,2026-03-31
32394,20328,8,2026-02-19,2026-02-20
32395,33011,4,2024-03-16,2024-03-25
32396,5869,10,2024-04-03,2024-04-13
32397,47991,6,2026-06-23,2026-07-03
32398,3906,2,2025-12-07,2025-12-16
32399,1737,9,2026-08-29,2026-09-06
32400,45298,3,2025-09-20,2025-09-21
32401,12282,5,2026-03-10,2026-03-12
32402,5385,8,2024-05-24,2024-05-25
32403,16368,4,2024-02-13,2024-02-16
32404,24040,9,2025-04-27,2025-05-04
32405,14246,7,2024-03-12,2024-03-19
32406,9368,1,2024-01-28,2024-02-01
32407,46512,2,2025-01-02,2025-01-12
32408,18561,9,2026-07-25,2026-07-27
32409,26256,8,2026-03-14,2026-03-24
32410,30723,1,2025-02-18,2025-02-19
32411,23096,3,2024-05-17,2024-05-18
32412,12129,5,2026-02-06,2026-02-11
32413,1608,8,2025-01-05,2025-01-09
32414,16313,1,2026-08-24,2026-09-01
32415,3313,2,2025-06-25,2025-07-02
32416,16806,9,2026-02-13,2026-02-15
32417,2967,7,2025-03-27,2025-03-28
32418,36983,5,2026-07-07,2026-07-12
32419,13078,3,2025-04-15,2025-04-21
32420,41475,9,2024-08-18,2024-08-21
32421,11353,5,2026-06-16,2026-06-23
32422,27295,3,2024-08-11,2024-08-15
32423,26065,2,2026-06-27,2026-07-03
32424,46276,6,2026-07-06,2026-07-08
32425,48664,8,2025-10-23,2025-11-01
32426,32214,3,2025-12-19,2025-12-28
32427,21728,9,2026-07-10,2026-07-19
32428,17939,4,2025-05-14,2025-05-19
32429,2185,4,2026-05-21,2026-05-27
32430,35850,4,2026-03-22,2026-03-29
32431,44412,2,2024-09-01,2024-09-09
32432,19577,2,2026-03-29,2026-04-07
32433,1981,1,2025-09-05,2025-09-10
32434,728,8,2025-10-22,2025-10-30
32435,23381,1,2026-02-07,2026-02-13
32436,9991,6,2024-02-09,2024-02-16
32437,42398,5,2024-03-16,2024-03-25
32438,42082,6,2025-04-18,2025-04-21
32439,2500,10,2026-02-23,2026-02-25
32440,48222,5,2024-08-05,2024-08-10
32441,14567,7,2025-11-13,2025-11-18
32442,46153,4,2024-12-03,2024-12-13
32443,12432,1,2025-10-19,2025-10-25
32444,42117,5,2025-11-23,2025-11-29
32445,23731,6,2025-08-11,2025-08-19
32446,45513,6,2026-07-06,2026-07-15
32447,42297,2,2026-09-15,2026-09-20
32448,37873,3,2026-04-01,2026-04-10
32449,34742,5,2024-10-27,2024-10-28
32450,4859,7,2024-11-29,2024-11-30
32451,4578,1,2025-12-30,2026-01-07
32452,49999,5,2025-06-26,2025-07-04
32453,43988,7,2024-02-02,2024-02-12
32454,15491,4,2024-11-12,2024-11-17
32455,15921,2,2025-08-11,2025-08-20
32456,33803,4,2026-08-28,2026-09-03
32457,5185,6,2026-08-02,2026-08-05
32458,8354,8,2024-05-30,2024-06-08
32459,37150,6,2024-12-27,2024-12-29
32460,44015,4,2025-11-05,2025-11-13
32461,40570,2,2025-10-29,2025-11-06
32462,5744,6,2024-09-06,2024-09-12
32463,21062,1,2024-10-16,2024-10-20
32464,12442,9,2025-07-04,2025-07-11
32465,21757,6,2024-10-26,2024-10-31
32466,25630,7,2024-08-16,2024-08-23
32467,31171,3,2026-08-26,2026-08-27
32468,26063,3,2024-07-19,2024-07-29
32469,1036,5,2024-09-29,2024-10-02
32470,6505,9,2024-08-11,2024-08-16
32471,18033,2,2025-06-06,2025-06-10
32472,44287,6,2026-06-12,2026-06-19
32473,49743,1,2024-09-03,2024-09-05
32474,18866,3,2025-11-25,2025-12-01
32475,46742,6,2025-10-26,2025-10-27
32476,31519,9,2024-12-23,2024-12-27
32477,7301,1,2026-01-26,2026-01-27
32478,23195,7,2024-07-03,2024-07-11
32479,49329,1,2024-01-26,2024-01-29
32480,27884,2,2024-10-15,2024-10-16
32481,5756,4,2026-02-22,2026-02-23
32482,15223,7,2026-01-16,2026-01-26
32483,43919,8,2025-01-21,2025-01-31
32484,22859,1,2025-02-19,2025-02-22
32485,34247,7,2024-07-14,2024-07-19
32486,5658,3,2024-02-24,2024-03-03
32487,29518,7,2025-05-11,2025-05-14
32488,28101,4,2025-05-09,2025-05-15
32489,401,7,2026-09-12,2026-09-18
32490,18099,10,2026-01-15,2026-01-20
32491,9339,5,2026-04-19,2026-04-29
32492,31161,2,2025-09-05,2025-09-15
32493,26551,1,2025-07-13,2025-07-17
32494,9648,7,2024-12-23,2024-12-26
32495,37242,5,2026-02-21,2026-03-01
32496,4948,6,2025-08-21,2025-08-25
32497,46493,9,2025-02-21,2025-02-24
32498,7622,3,2024-07-30,2024-08-05
32499,47902,10,2025-03-04,2025-03-08
32500,30121,10,2025-03-05,2025-03-08
32501,38122,3,2025-11-02,2025-11-06
32502,23596,6,2024-09-27,2024-10-06
32503,44790,1,2026-08-08,2026-08-14
32504,7029,3,2025-10-08,2025-10-14
32505,39060,1,2025-08-25,2025-09-01
32506,19639,1,2024-02-05,2024-02-08
32507,33612,4,2026-05-23,2026-05-25
32508,44508,8,2025-11-11,2025-11-19
32509,3761,2,2026-01-15,2026-01-24
32510,36410,4,2025-09-30,2025-10-07
32511,10816,1,2024-09-12,2024-09-21
32512,308,2,2025-04-22,2025-04-30
32513,49303,2,2026-01-01,2026-01-11
32514,4791,3,2026-02-09,2026-02-12
32515,6178,2,2025-11-21,2025-11-24
32516,40224,3,2024-05-24,2024-05-27
32517,11534,7,2024-01-02,2024-01-06
32518,42003,7,2025-08-03,2025-08-04
32519,11443,2,2025-03-27,2025-03-29
32520,46245,5,2024-05-20,2024-05-27
32521,25398,10,2024-08-17,2024-08-19
32522,46873,10,2025-11-26,2025-12-05
32523,6775,1,2024-07-31,2024-08-03
32524,32277,2,2024-03-05,2024-03-15
32525,2251,10,2026-02-20,2026-02-26
32526,42009,5,2024-03-29,2024-04-04
32527,21484,3,2026-06-29,2026-07-02
32528,13287,2,2024-11-11,2024-11-13
32529,19965,8,2026-04-13,2026-04-17
32530,27620,7,2025-03-05,2025-03-10
32531,931,2,2025-06-21,2025-06-30
32532,2885,7,2026-01-06,2026-01-16
32533,12510,1,2025-03-24,2025-03-26
32534,34618,5,2025-09-20,2025-09-22
32535,29215,4,2026-04-30,2026-05-04
32536,26936,3,2026-03-08,2026-03-18
32537,41954,5,2024-04-04,2024-04-11
32538,19990,2,2025-06-19,2025-06-27
32539,38847,7,2026-02-14,2026-02-16
32540,45623,7,2024-02-10,2024-02-15
32541,8191,8,2026-04-13,2026-04-19
32542,40248,10,2026-01-14,2026-01-19
32543,29242,5,2026-05-30,2026-06-01
32544,42916,6,2026-04-14,2026-04-21
32545,43541,7,2024-09-22,2024-09-27
32546,30014,10,2026-05-26,2026-05-27
32547,19559,8,2024-09-01,2024-09-11
32548,39953,6,2025-10-03,2025-10-05
32549,48673,5,2025-07-16,2025-07-18
32550,10658,3,2026-07-02,2026-07-08
32551,38614,8,2024-03-26,2024-04-02
32552,23192,7,2024-01-07,2024-01-09
32553,38648,5,2024-05-03,2024-05-12
32554,7828,3,2026-04-27,2026-04-29
32555,34325,3,2026-03-11,2026-03-21
32556,49175,2,2026-08-30,2026-09-07
32557,19154,10,2024-02-13,2024-02-15
32558,8088,4,2024-01-25,2024-02-04
32559,9124,3,2026-05-25,2026-05-29
32560,44123,8,2026-02-07,2026-02-13
32561,20826,8,2024-07-01,2024-07-09
32562,3980,10,2024-01-14,2024-01-15
32563,40714,3,2025-07-10,2025-07-13
32564,20596,9,2026-05-15,2026-05-22
32565,36135,5,2024-04-26,2024-04-27
32566,13106,7,2024-05-14,2024-05-20
32567,16839,1,2026-07-29,2026-08-08
32568,36486,6,2024-01-08,2024-01-13
32569,5550,3,2025-10-09,2025-10-13
32570,8516,10,2024-06-04,2024-06-08
32571,47857,4,2026-02-27,2026-03-09
32572,1893,6,2025-07-29,2025-08-07
32573,2407,8,2026-08-06,2026-08-10
32574,13004,1,2025-01-24,2025-02-02
32575,28072,9,2026-05-03,2026-05-12
32576,4156,2,2026-06-08,2026-06-11
32577,37662,8,2024-10-01,2024-10-07
32578,3111,4,2025-10-19,2025-10-23
32579,593,10,2024-05-01,2024-05-02
32580,12709,10,2024-10-11,2024-10-13
32581,44405,4,2024-04-11,2024-04-15
32582,2919,10,2025-05-11,2025-05-17
32583,29722,10,2026-04-04,2026-04-07
32584,31363,8,2026-05-30,2026-06-09
32585,41783,3,2025-08-26,2025-08-31
32586,46228,8,2026-03-31,2026-04-02
32587,2443,9,2024-03-10,2024-03-20
32588,24605,6,2025-03-26,2025-03-31
32589,36716,3,2024-01-05,2024-01-15
32590,29420,7,2025-07-14,2025-07-19
32591,20955,10,2025-02-05,2025-02-06
32592,46905,6,2024-06-14,2024-06-16
32593,14270,3,2026-06-02,2026-06-05
32594,46089,1,2025-12-23,2026-01-01
32595,9965,4,2026-03-17,2026-03-20
32596,20941,7,2025-02-20,2025-02-27
32597,22626,7,2025-03-17,2025-03-19
32598,48710,8,2025-05-27,2025-06-02
32599,1253,1,2025-08-12,2025-08-20
32600,1113,1,2026-04-02,2026-04-06
32601,30653,10,2025-05-31,2025-06-06
32602,24628,10,2024-07-21,2024-07-30
32603,6104,2,2025-12-01,2025-12-11
32604,33309,8,2026-02-17,2026-02-22
32605,32398,6,2025-01-19,2025-01-23
32606,530,10,2024-12-29,2025-01-05
32607,12716,6,2026-03-28,2026-04-01
32608,37099,5,2025-01-22,2025-01-23
32609,6400,1,2026-08-30,2026-09-02
32610,46130,8,2024-10-19,2024-10-20
32611,31730,9,2024-07-12,2024-07-13
32612,27625,3,2024-09-05,2024-09-09
32613,17489,2,2025-02-24,2025-03-01
32614,27732,2,2025-02-03,2025-02-07
32615,11116,1,2026-04-23,2026-04-27
32616,28417,4,2024-11-25,2024-12-02
32617,23606,6,2026-04-06,2026-04-10
32618,30728,5,2024-01-01,2024-01-11
32619,7240,5,2024-02-08,2024-02-12
32620,16103,6,2025-06-17,2025-06-26
32621,2148,6,2024-05-20,2024-05-25
32622,31666,3,2024-02-03,2024-02-06
32623,47708,8,2025-06-06,2025-06-08
32624,33145,2,2024-02-02,2024-02-07
32625,15843,4,2026-06-06,2026-06-10
32626,18699,7,2024-05-12,2024-05-17
32627,30417,4,2025-11-02,2025-11-04
32628,43634,10,2024-08-02,2024-08-08
32629,13833,4,2024-03-02,2024-03-08
32630,31278,4,2026-01-06,2026-01-15
32631,38516,7,2025-04-28,2025-05-04
32632,30561,10,2024-01-21,2024-01-30
32633,41687,3,2026-03-13,2026-03-15
32634,35563,10,2026-08-13,2026-08-22
32635,45601,6,2025-07-15,2025-07-23
32636,18772,8,2026-02-16,2026-02-26
32637,41494,5,2025-05-14,2025-05-18
32638,35681,6,2024-10-31,2024-11-10
32639,29142,10,2025-07-20,2025-07-22
32640,27469,2,2025-09-12,2025-09-22
32641,23098,10,2025-06-28,2025-07-01
32642,17230,8,2026-01-13,2026-01-22
32643,8775,8,2024-10-15,2024-10-16
32644,34986,6,2024-03-07,2024-03-11
32645,14174,1,2024-12-16,2024-12-19
32646,24100,4,2024-12-14,2024-12-20
32647,25937,4,2026-06-29,2026-07-01
32648,33491,9,2026-09-01,2026-09-05
32649,4226,3,2026-08-24,2026-08-25
32650,32214,4,2024-12-22,2024-12-26
32651,2965,9,2025-03-03,2025-03-06
32652,27920,4,2024-09-21,2024-09-30
32653,11803,3,2026-04-04,2026-04-07
32654,41458,3,2025-07-22,2025-07-31
32655,11596,2,2024-04-16,2024-04-21
32656,24695,1,2025-12-29,2025-12-31
32657,40287,3,2024-10-26,2024-11-05
32658,26504,1,2026-04-16,2026-04-20
32659,35505,1,2026-07-22,2026-07-27
32660,23554,2,2024-05-02,2024-05-08
32661,34607,1,2026-08-03,2026-08-04
32662,41872,4,2026-03-02,2026-03-11
32663,7729,1,2026-08-09,2026-08-14
32664,38435,9,2024-08-18,2024-08-21
32665,42037,8,2024-11-26,2024-12-06
32666,10017,3,2024-05-30,2024-06-09
32667,18451,7,2025-01-14,2025-01-15
32668,2440,3,2024-06-01,2024-06-11
32669,46534,10,2024-05-24,2024-05-28
32670,20244,8,2024-04-26,2024-04-27
32671,8563,6,2025-01-03,2025-01-04
32672,29479,6,2025-07-22,2025-07-30
32673,5934,7,2025-05-30,2025-06-06
32674,8867,8,2025-05-02,2025-05-07
32675,49011,7,2026-04-23,2026-04-24
32676,36345,5,2025-09-12,2025-09-22
32677,12950,1,2026-03-02,2026-03-08
32678,16155,7,2025-06-16,2025-06-22
32679,12852,9,2026-03-09,2026-03-13
32680,49616,8,2024-09-20,2024-09-21
32681,6531,7,2025-05-03,2025-05-05
32682,328,5,2025-08-25,2025-08-30
32683,3342,3,2024-03-30,2024-04-08
32684,37558,3,2024-09-22,2024-09-23
32685,43705,2,2024-02-03,2024-02-09
32686,18750,2,2025-08-17,2025-08-21
32687,28379,4,2026-08-19,2026-08-23
32688,5877,2,2025-01-08,2025-01-17
32689,36222,10,2025-12-27,2025-12-30
32690,3721,4,2024-11-17,2024-11-24
32691,7977,2,2026-04-08,2026-04-13
32692,49754,1,2026-08-08,2026-08-09
32693,30742,2,2025-02-24,2025-02-28
32694,27202,9,2025-07-28,2025-08-07
32695,21303,9,2025-11-11,2025-11-20
32696,21354,2,2025-11-22,2025-12-01
32697,25051,9,2026-09-09,2026-09-15
32698,31604,7,2024-10-08,2024-10-18
32699,1313,9,2024-07-20,2024-07-30
32700,5612,1,2025-04-18,2025-04-23
32701,35596,8,2024-06-01,2024-06-02
32702,25398,4,2024-11-03,2024-11-04
32703,44706,10,2024-01-18,2024-01-24
32704,35489,4,2024-04-19,2024-04-23
32705,28377,10,2025-05-17,2025-05-23
32706,1146,2,2024-11-23,2024-12-01
32707,31067,1,2024-03-20,2024-03-25
32708,5404,10,2025-03-09,2025-03-15
32709,15709,2,2025-01-06,2025-01-07
32710,20707,8,2025-12-14,2025-12-23
32711,7201,9,2025-11-02,2025-11-09
32712,17385,9,2025-02-09,2025-02-16
32713,48343,10,2026-01-21,2026-01-24
32714,41016,7,2026-05-10,2026-05-16
32715,13100,5,2026-07-15,2026-07-19
32716,26119,5,2024-12-24,2024-12-25
32717,37563,1,2026-01-30,2026-02-02
32718,43859,4,2025-04-04,2025-04-07
32719,10538,4,2026-03-02,2026-03-10
32720,41300,4,2024-01-08,2024-01-11
32721,23698,2,2026-07-27,2026-08-01
32722,49673,6,2024-02-09,2024-02-19
32723,21994,8,2024-01-06,2024-01-12
32724,963,9,2026-03-02,2026-03-07
32725,35840,4,2024-03-26,2024-04-01
32726,11896,10,2026-03-31,2026-04-02
32727,26587,5,2026-04-12,2026-04-17
32728,20625,1,2026-03-27,2026-03-29
32729,37045,5,2025-11-18,2025-11-28
32730,17065,4,2024-07-03,2024-07-11
32731,33398,5,2026-02-05,2026-02-09
32732,12808,6,2024-04-15,2024-04-19
32733,8521,1,2026-08-21,2026-08-28
32734,41345,1,2026-05-25,2026-05-29
32735,21025,8,2026-07-08,2026-07-13
32736,47798,8,2024-08-07,2024-08-15
32737,28092,5,2024-12-03,2024-12-11
32738,45115,8,2024-02-13,2024-02-21
32739,22909,8,2025-07-29,2025-08-08
32740,47312,6,2025-08-02,2025-08-11
32741,41461,6,2025-10-15,2025-10-20
32742,5828,4,2025-07-20,2025-07-29
32743,13302,6,2024-05-27,2024-06-01
32744,20785,4,2024-03-14,2024-03-21
32745,26044,7,2024-03-24,2024-04-01
32746,1276,4,2025-07-10,2025-07-19
32747,9024,4,2024-04-11,2024-04-18
32748,20302,7,2024-08-16,2024-08-22
32749,26859,8,2026-04-28,2026-05-01
32750,45628,2,2024-05-16,2024-05-21
32751,34863,9,2026-09-15,2026-09-19
32752,6504,8,2025-03-29,2025-04-06
32753,26062,8,2024-05-01,2024-05-02
32754,27665,8,2025-10-02,2025-10-09
32755,14145,5,2024-06-17,2024-06-21
32756,1412,2,2025-12-25,2026-01-01
32757,11748,9,2024-08-20,2024-08-25
32758,28474,10,2025-05-09,2025-05-16
32759,40536,10,2025-08-24,2025-08-26
32760,31912,5,2024-11-23,2024-11-25
32761,10675,5,2024-12-29,2025-01-08
32762,10137,2,2024-01-23,2024-01-26
32763,7060,10,2024-07-13,2024-07-23
32764,46465,2,2025-03-17,2025-03-19
32765,31124,1,2024-03-07,2024-03-15
32766,6195,2,2026-08-18,2026-08-21
32767,3059,6,2025-05-29,2025-06-04
32768,28055,2,2025-03-14,2025-03-15
32769,33477,10,2026-03-23,2026-03-29
32770,34134,7,2026-03-31,2026-04-03
32771,41393,3,2024-04-26,2024-05-03
32772,5213,9,2025-01-21,2025-01-24
32773,28025,1,2025-04-19,2025-04-25
32774,37204,7,2024-08-02,2024-08-09
32775,6472,3,2024-03-07,2024-03-08
32776,13847,9,2026-06-18,2026-06-19
32777,10983,6,2024-02-29,2024-03-02
32778,3592,8,2026-06-29,2026-07-06
32779,1501,1,2026-08-06,2026-08-16
32780,22631,4,2025-09-18,2025-09-20
32781,18787,9,2025-03-15,2025-03-18
32782,40861,10,2026-09-08,2026-09-17
32783,43609,6,2025-02-14,2025-02-22
32784,6738,5,2026-07-23,2026-07-26
32785,2647,5,2026-05-05,2026-05-12
32786,13376,1,2024-07-09,2024-07-10
32787,27722,4,2026-07-03,2026-07-08
32788,44260,7,2026-08-21,2026-08-30
32789,35293,3,2024-03-01,2024-03-04
32790,21952,10,2026-03-10,2026-03-20
32791,19764,3,2025-05-12,2025-05-20
32792,75,8,2024-12-15,2024-12-18
32793,7842,6,2024-08-25,2024-09-03
32794,27850,1,2025-07-14,2025-07-16
32795,26230,2,2025-12-16,2025-12-25
32796,41015,9,2026-04-27,2026-05-01
32797,28313,1,2024-07-09,2024-07-18
32798,3680,1,2024-02-26,2024-03-07
32799,12007,8,2024-04-16,2024-04-19
32800,39809,3,2024-10-28,2024-11-07
32801,3246,3,2026-06-28,2026-07-01
32802,7640,9,2024-06-29,2024-06-30
32803,40686,3,2024-10-12,2024-10-19
32804,22974,4,2026-04-17,2026-04-27
32805,40813,9,2025-08-18,2025-08-27
32806,38520,5,2024-09-29,2024-10-06
32807,13052,6,2025-05-05,2025-05-08
32808,21804,9,2024-05-19,2024-05-24
32809,49976,9,2026-01-16,2026-01-24
32810,45997,7,2025-12-25,2026-01-02
32811,25357,4,2024-12-07,2024-12-12
32812,44090,1,2025-07-24,2025-08-03
32813,36208,1,2024-04-14,2024-04-20
32814,36374,5,2026-07-16,2026-07-20
32815,38530,5,2024-10-18,2024-10-25
32816,21125,4,2026-08-02,2026-08-09
32817,574,2,2024-10-01,2024-10-03
32818,1013,9,2025-11-21,2025-12-01
32819,8537,8,2025-11-02,2025-11-06
32820,6767,4,2024-07-11,2024-07-21
32821,34453,3,2025-02-08,2025-02-17
32822,8123,2,2024-03-25,2024-03-26
32823,12654,1,2025-09-19,2025-09-24
32824,29868,5,2024-12-09,2024-12-18
32825,5809,3,2025-11-06,2025-11-12
32826,4863,4,2025-01-06,2025-01-07
32827,46645,2,2025-02-16,2025-02-18
32828,6345,5,2024-07-06,2024-07-11
32829,36897,3,2026-01-05,2026-01-12
32830,23155,3,2024-04-13,2024-04-14
32831,4127,5,2026-07-11,2026-07-16
32832,10580,1,2024-08-25,2024-08-27
32833,40957,10,2024-04-21,2024-04-28
32834,32708,1,2025-03-05,2025-03-08
32835,38173,5,2026-05-24,2026-05-30
32836,41962,1,2024-06-03,2024-06-07
32837,36353,1,2025-01-27,2025-02-03
32838,24663,9,2026-07-12,2026-07-17
32839,34845,2,2024-09-18,2024-09-20
32840,39517,4,2024-04-16,2024-04-20
32841,25985,2,2026-09-02,2026-09-10
32842,16664,7,2025-09-28,2025-10-07
32843,36860,6,2024-11-19,2024-11-29
32844,23688,5,2024-01-20,2024-01-23
32845,25297,2,2024-03-27,2024-04-05
32846,752,1,2024-02-08,2024-02-12
32847,6261,3,2025-06-25,2025-06-26
32848,10381,6,2024-04-27,2024-04-30
32849,14139,3,2025-05-13,2025-05-20
32850,26819,5,2024-03-24,2024-04-03
32851,48245,3,2026-08-06,2026-08-07
32852,42697,9,2026-06-06,2026-06-16
32853,36680,7,2025-10-25,2025-10-31
32854,40154,5,2025-07-18,2025-07-20
32855,27415,6,2026-01-09,2026-01-13
32856,22295,3,2024-05-17,2024-05-24
32857,39519,6,2025-07-01,2025-07-02
32858,45753,1,2024-10-01,2024-10-06
32859,10359,5,2024-04-01,2024-04-09
32860,30427,2,2025-07-19,2025-07-21
32861,1108,3,2025-08-17,2025-08-21
32862,16721,3,2026-05-21,2026-05-28
32863,30555,9,2025-02-14,2025-02-18
32864,32848,5,2024-06-14,2024-06-22
32865,10514,3,2024-12-26,2025-01-04
32866,38835,3,2024-01-31,2024-02-02
32867,47240,1,2025-04-14,2025-04-15
32868,43979,4,2024-02-27,2024-03-04
32869,28905,5,2025-02-19,2025-02-21
32870,16651,10,2024-04-26,2024-05-04
32871,14677,5,2024-12-15,2024-12-24
32872,5033,8,2026-01-06,2026-01-08
32873,31083,4,2024-10-01,2024-10-08
32874,10179,7,2026-07-19,2026-07-21
32875,49561,10,2025-03-11,2025-03-21
32876,9993,10,2025-09-22,2025-09-26
32877,48341,4,2025-09-29,2025-10-09
32878,24196,6,2025-06-13,2025-06-20
32879,23250,1,2024-11-03,2024-11-08
32880,26836,10,2025-05-05,2025-05-06
32881,35501,6,2024-01-25,2024-01-30
32882,32050,3,2026-05-27,2026-05-28
32883,29357,7,2025-12-24,2025-12-27
32884,5713,8,2025-10-02,2025-10-12
32885,9110,10,2025-11-10,2025-11-15
32886,49781,4,2024-09-06,2024-09-07
32887,17790,9,2026-02-22,2026-03-01
32888,23694,1,2024-01-18,2024-01-26
32889,45507,6,2024-02-14,2024-02-19
32890,34035,3,2024-11-23,2024-11-26
32891,8456,10,2026-08-16,2026-08-18
32892,27708,10,2024-03-16,2024-03-19
32893,29548,8,2025-12-07,2025-12-16
32894,36389,7,2025-09-03,2025-09-09
32895,43779,3,2024-12-22,2024-12-31
32896,32792,1,2025-10-10,2025-10-11
32897,7716,4,2025-09-20,2025-09-22
32898,41660,2,2024-12-03,2024-12-04
32899,2629,7,2025-10-22,2025-10-23
32900,42673,9,2026-07-29,2026-08-05
32901,17990,9,2024-03-02,2024-03-09
32902,17134,10,2026-09-12,2026-09-22
32903,22673,3,2025-08-20,2025-08-29
32904,38263,3,2026-06-27,2026-07-06
32905,7139,5,2024-10-26,2024-10-30
32906,26196,2,2025-01-25,2025-01-28
32907,40509,3,2026-07-30,2026-08-07
32908,17509,2,2025-03-01,2025-03-04
32909,15640,9,2025-07-28,2025-08-01
32910,31596,8,2025-09-02,2025-09-09
32911,36283,3,2026-05-17,2026-05-21
32912,31620,2,2025-02-12,2025-02-20
32913,2049,3,2025-09-30,2025-10-08
32914,6665,10,2024-03-28,2024-04-02
32915,31280,3,2025-10-01,2025-10-04
32916,9497,1,2024-04-23,2024-05-02
32917,1961,9,2026-09-06,2026-09-13
32918,19765,5,2024-04-05,2024-04-14
32919,11405,3,2026-08-14,2026-08-17
32920,10924,1,2026-01-14,2026-01-18
32921,43489,5,2024-12-25,2024-12-31
32922,38938,10,2025-07-09,2025-07-19
32923,1302,3,2024-09-14,2024-09-15
32924,27000,10,2025-05-08,2025-05-14
32925,29993,9,2024-08-14,2024-08-16
32926,42246,10,2025-12-08,2025-12-15
32927,15374,9,2024-04-24,2024-05-03
32928,13019,8,2025-10-16,2025-10-23
32929,6762,3,2025-03-16,2025-03-21
32930,20244,8,2025-04-16,2025-04-26
32931,15139,6,2026-07-07,2026-07-10
32932,17092,8,2024-11-08,2024-11-13
32933,46563,4,2024-05-04,2024-05-07
32934,24375,2,2025-05-08,2025-05-13
32935,35029,10,2026-02-01,2026-02-09
32936,20094,2,2024-04-15,2024-04-17
32937,22595,1,2025-12-18,2025-12-28
32938,612,6,2025-09-29,2025-10-04
32939,22927,8,2026-08-09,2026-08-16
32940,46825,2,2025-10-10,2025-10-18
32941,33496,9,2025-09-24,2025-09-29
32942,40849,5,2024-08-25,2024-08-29
32943,10245,9,2024-02-20,2024-02-29
32944,34528,5,2024-04-01,2024-04-09
32945,48477,2,2025-12-16,2025-12-24
32946,38659,2,2026-02-09,2026-02-15
32947,16192,5,2024-09-27,2024-10-05
32948,31975,3,2024-07-08,2024-07-10
32949,48104,3,2025-01-21,2025-01-27
32950,44584,9,2025-02-20,2025-02-27
32951,22825,1,2026-03-16,2026-03-21
32952,5147,9,2026-06-05,2026-06-13
32953,1029,5,2026-06-03,2026-06-07
32954,16786,10,2026-01-07,2026-01-12
32955,47635,10,2025-06-26,2025-07-06
32956,13538,6,2025-04-21,2025-04-28
32957,48482,10,2025-12-16,2025-12-25
32958,35910,3,2025-05-16,2025-05-21
32959,17382,8,2024-06-28,2024-07-03
32960,4740,10,2026-03-01,2026-03-02
32961,5457,2,2026-05-18,2026-05-25
32962,38333,9,2025-10-29,2025-11-05
32963,41031,9,2025-01-14,2025-01-24
32964,27545,4,2026-08-09,2026-08-12
32965,31436,4,2025-02-28,2025-03-09
32966,28928,7,2026-08-21,2026-08-25
32967,4039,1,2024-12-31,2025-01-01
