PaymentID,OrderID,PaymentMethod,PaymentDate,Amount
32471,45982,Bank Transfer,2025-12-16,2264.54
32472,37394,Credit Card,2025-03-30,2450.29
32473,16341,PayPal,2025-03-16,3724.19
32474,23955,Bank Transfer,2025-12-19,1342.45
32475,2364,Credit Card,2024-04-17,41.12
32476,18044,Credit Card,2024-06-11,1787.36
32477,49397,PayPal,2025-01-05,2932.54
32478,18128,Debit Card,2024-07-15,4728.0
32479,32183,Credit Card,2025-03-13,1375.7
32480,26736,Debit Card,2024-05-18,917.56
32481,12563,PayPal,2024-06-22,1076.55
32482,36069,Credit Card,2024-10-21,3429.77
32483,41956,Bank Transfer,2026-04-04,3584.92
32484,5392,Credit Card,2025-11-11,3540.82
32485,26221,Cash,2026-07-08,555.4
32486,14631,Bank Transfer,2025-09-24,3751.25
32487,38847,Bank Transfer,2025-01-09,3571.02
32488,40590,Debit Card,2025-11-21,819.81
32489,49676,Debit Card,2024-10-15,420.73
32490,13260,Cash,2026-03-04,3740.38
32491,6466,PayPal,2024-10-06,36.5
32492,9248,PayPal,2025-07-05,733.56
32493,29340,PayPal,2026-04-06,1352.43
32494,6719,Debit Card,2026-01-04,3794.04
32495,24071,Bank Transfer,2024-07-03,756.67
32496,17705,Debit Card,2024-12-02,4601.51
32497,45111,Debit Card,2024-07-12,2476.37
32498,4215,PayPal,2024-03-22,513.78
32499,17832,Cash,2025-07-29,701.17
32500,44446,Credit Card,2025-01-14,3422.38
32501,29,Debit Card,2025-09-09,896.82
32502,16604,Cash,2026-05-10,3644.34
32503,26259,PayPal,2025-02-19,2611.84
32504,43470,PayPal,2025-11-18,547.55
32505,19313,PayPal,2025-07-29,243.11
32506,46746,Credit Card,2024-02-23,4051.35
32507,26785,Credit Card,2024-09-15,3435.15
32508,20413,PayPal,2025-12-19,3386.15
32509,5456,PayPal,2026-03-01,1747.23
32510,9177,Bank Transfer,2025-09-23,2060.28
32511,28226,Bank Transfer,2025-07-30,1917.99
32512,16664,Cash,2024-04-10,4128.68
32513,21954,Credit Card,2026-03-28,3856.52
32514,15395,PayPal,2025-11-11,366.37
32515,48150,Cash,2025-09-14,3451.8
32516,13994,Bank Transfer,2024-07-30,3191.44
32517,42433,Credit Card,2024-10-26,1874.62
32518,41484,Cash,2025-08-15,2758.68
32519,3590,PayPal,2025-11-29,2729.88
32520,117,Bank Transfer,2024-07-29,4318.72
32521,35034,PayPal,2024-06-15,990.05
32522,29604,Bank Transfer,2024-09-23,2382.36
32523,47226,Debit Card,2025-05-07,4688.47
32524,46113,PayPal,2025-08-12,89.21
32525,29596,Cash,2024-11-14,3367.36
32526,10724,PayPal,2025-09-25,1698.51
32527,18076,Debit Card,2025-03-12,1128.33
32528,39457,Debit Card,2025-07-25,4723.9
32529,34017,Debit Card,2026-08-10,2367.17
32530,34608,Cash,2025-02-19,2381.36
32531,17808,Bank Transfer,2026-09-01,465.28
32532,16649,Credit Card,2024-03-05,1735.81
32533,12545,Debit Card,2024-05-27,3897.43
32534,37749,PayPal,2026-01-13,2639.49
32535,30989,Bank Transfer,2025-06-05,1509.4
32536,39552,Debit Card,2025-05-20,3751.49
32537,22214,Credit Card,2025-05-03,2799.42
32538,45934,PayPal,2024-09-18,1412.02
32539,12619,Debit Card,2025-05-19,581.14
32540,25197,Bank Transfer,2024-01-06,1275.11
32541,41296,Debit Card,2025-06-09,3945.52
32542,33377,PayPal,2026-03-29,4723.05
32543,39065,Cash,2026-03-26,515.66
32544,16169,Cash,2024-07-16,4084.96
32545,37052,Debit Card,2024-05-06,4111.28
32546,9997,PayPal,2026-04-21,2433.37
32547,19558,Debit Card,2024-04-06,4092.87
32548,35541,Bank Transfer,2024-11-14,2042.4
32549,14723,Credit Card,2025-07-16,3946.56
32550,11062,Credit Card,2024-05-10,4695.67
32551,33601,Debit Card,2026-02-27,345.45
32552,27595,Cash,2025-12-29,3827.85
32553,44031,Cash,2026-06-23,4102.43
32554,34892,Cash,2026-05-02,3580.96
32555,30362,PayPal,2025-01-22,3808.29
32556,21605,Debit Card,2024-04-27,3907.25
32557,19786,Credit Card,2025-03-10,2040.86
32558,25364,Bank Transfer,2024-10-26,2820.85
32559,15741,PayPal,2024-01-24,984.18
32560,18589,Cash,2024-04-25,2794.66
32561,14104,Credit Card,2024-03-13,4796.73
32562,14067,Debit Card,2025-05-07,1391.14
32563,24578,Bank Transfer,2025-11-01,865.77
32564,43819,Credit Card,2025-03-30,2087.59
32565,7674,Credit Card,2024-09-25,3042.09
32566,14224,Debit Card,2026-06-08,3948.24
32567,21613,PayPal,2026-06-03,513.27
32568,19011,PayPal,2025-02-20,4600.73
32569,2423,PayPal,2026-09-01,2722.26
32570,20751,Bank Transfer,2024-03-09,2598.77
32571,35944,Bank Transfer,2026-09-12,1492.79
32572,4249,Debit Card,2025-09-07,4952.43
32573,29584,Bank Transfer,2026-05-03,1851.68
32574,27997,Credit Card,2024-06-27,3411.32
32575,10745,Debit Card,2025-05-19,1102.8
32576,3673,Credit Card,2026-08-10,2176.86
32577,25435,Debit Card,2026-03-18,3182.25
32578,44816,PayPal,2024-10-21,2364.96
32579,44375,PayPal,2025-04-22,815.07
32580,48502,Cash,2024-09-06,4810.58
32581,49470,PayPal,2025-03-06,187.43
32582,21091,Cash,2025-02-17,4921.95
32583,30885,Cash,2024-10-03,4808.76
32584,41386,PayPal,2024-10-23,3161.73
32585,23871,Bank Transfer,2025-07-08,1110.19
32586,13445,Bank Transfer,2025-08-27,313.2
32587,31699,Bank Transfer,2024-09-26,3551.97
32588,42127,Debit Card,2026-06-15,275.89
32589,30790,Bank Transfer,2026-05-19,3854.03
32590,41785,Cash,2026-08-21,1449.07
32591,48263,Credit Card,2024-01-15,1583.31
32592,12380,Debit Card,2025-04-06,4931.9
32593,18577,Cash,2024-06-14,537.1
32594,24580,Debit Card,2024-04-22,3157.6
32595,8489,Cash,2024-03-31,515.58
32596,47856,Debit Card,2026-02-24,296.5
32597,19945,Cash,2026-09-11,1506.72
32598,26450,PayPal,2026-02-23,3264.24
32599,29191,Credit Card,2024-06-18,165.44
32600,21229,Bank Transfer,2024-10-18,4636.44
32601,5603,Cash,2026-04-11,4496.73
32602,48286,Credit Card,2024-10-06,2796.18
32603,7265,Bank Transfer,2025-12-04,3887.43
32604,39474,Bank Transfer,2026-02-14,3697.5
32605,4082,Bank Transfer,2026-01-16,1683.65
32606,3617,Cash,2025-05-25,2663.15
32607,42095,Bank Transfer,2026-01-14,1257.3
32608,13939,Debit Card,2025-04-05,3090.63
32609,34492,Debit Card,2025-10-04,4710.05
32610,39955,Credit Card,2025-11-15,2219.82
32611,22084,PayPal,2025-05-20,2536.02
32612,9830,Credit Card,2024-11-25,4004.0
32613,32093,Bank Transfer,2026-02-18,2608.06
32614,31644,Cash,2024-09-29,4881.36
32615,44387,PayPal,2025-09-16,4204.89
32616,47278,PayPal,2025-09-01,4442.53
32617,10742,PayPal,2026-01-11,2794.92
32618,31032,PayPal,2025-06-19,3167.57
32619,25925,PayPal,2024-09-21,1317.46
32620,7040,Cash,2024-08-31,127.44
32621,32745,Credit Card,2024-06-13,2641.55
32622,37607,Cash,2026-06-14,4263.35
32623,27572,PayPal,2025-11-15,4152.22
32624,912,Cash,2024-08-03,311.36
32625,5315,Credit Card,2024-04-07,903.82
32626,14200,Cash,2025-02-22,33.62
32627,29538,Credit Card,2025-05-23,4507.36
32628,40633,Credit Card,2025-09-05,988.02
32629,14856,Credit Card,2024-07-30,3258.1
32630,24723,Bank Transfer,2026-03-09,3953.32
32631,31508,Credit Card,2025-06-19,4338.89
32632,4528,Credit Card,2026-09-05,4809.86
32633,16244,PayPal,2024-05-31,1338.25
32634,38614,Credit Card,2024-07-27,503.48
32635,11362,Bank Transfer,2024-06-18,2380.53
32636,36980,Credit Card,2026-08-10,4856.26
32637,31786,Bank Transfer,2024-12-19,496.57
32638,34217,Cash,2026-01-26,4378.46
32639,15830,PayPal,2025-02-15,2474.66
32640,45389,Bank Transfer,2024-05-12,2687.29
32641,4628,Debit Card,2025-11-26,3198.16
32642,11515,Debit Card,2025-11-23,46.36
32643,47108,PayPal,2025-06-14,1795.55
32644,17793,PayPal,2025-05-08,1812.41
32645,21560,Bank Transfer,2024-02-05,4840.71
32646,21250,Credit Card,2025-01-06,1405.93
32647,21175,Cash,2026-03-19,1103.56
32648,17334,Cash,2025-06-10,670.84
32649,17983,Credit Card,2025-11-20,4286.0
32650,8943,Bank Transfer,2025-11-16,2849.73
32651,26959,Debit Card,2025-11-03,4633.49
32652,16491,Credit Card,2025-05-03,4990.02
32653,41784,Bank Transfer,2025-09-08,45.36
32654,15089,PayPal,2026-02-07,499.5
32655,26037,PayPal,2024-08-21,492.61
32656,29026,Cash,2025-07-19,4405.61
32657,1123,Debit Card,2025-04-26,4720.31
32658,9751,Cash,2025-07-23,2927.24
32659,34441,Debit Card,2026-04-03,1444.26
32660,9586,Bank Transfer,2025-07-31,1621.91
32661,24998,PayPal,2025-01-06,3565.38
32662,21836,Cash,2025-08-15,2879.21
32663,25065,Debit Card,2026-02-22,2645.18
32664,9928,Credit Card,2024-11-23,3344.08
32665,724,Cash,2025-07-07,1977.08
32666,40281,Cash,2024-08-12,4700.0
32667,28746,Credit Card,2024-12-25,1581.6
32668,41567,Bank Transfer,2024-08-13,2305.11
32669,39888,PayPal,2024-04-30,2120.26
32670,16508,PayPal,2024-01-03,343.79
32671,8437,Credit Card,2024-04-19,3271.64
32672,48904,Debit Card,2024-05-07,2033.48
32673,43826,Cash,2025-05-30,2161.63
32674,2625,Credit Card,2026-07-12,2978.18
32675,45684,Debit Card,2025-10-28,803.71
32676,9467,Bank Transfer,2024-12-03,1851.16
32677,8000,Credit Card,2024-08-18,2134.85
32678,46816,Debit Card,2025-10-17,3742.67
32679,49678,Cash,2024-05-23,2810.4
32680,9024,PayPal,2026-06-03,4421.77
32681,37467,Cash,2025-04-27,1532.88
32682,41481,Cash,2025-02-16,4874.73
32683,49914,Debit Card,2025-03-10,4795.23
32684,40980,Credit Card,2026-01-14,3145.18
32685,45858,Cash,2026-06-25,2126.63
32686,12159,Credit Card,2026-04-08,4710.25
32687,21317,Bank Transfer,2025-01-07,3286.82
32688,33536,Credit Card,2025-07-19,2860.33
32689,18092,Debit Card,2024-08-17,3950.54
32690,39250,Debit Card,2025-02-03,1207.47
32691,24931,PayPal,2024-12-14,4415.31
32692,46892,Cash,2026-06-10,3696.43
32693,23896,Debit Card,2025-09-11,2962.61
32694,28759,Debit Card,2025-09-11,4806.74
32695,4591,Bank Transfer,2025-09-22,3709.61
32696,48701,Debit Card,2024-05-11,688.24
32697,48387,Cash,2024-06-19,3191.58
32698,24352,Cash,2026-06-24,3879.33
32699,13753,PayPal,2024-12-28,3314.19
32700,5486,Bank Transfer,2026-09-15,3705.71
32701,30498,Cash,2025-08-17,1597.59
32702,27109,Debit Card,2025-09-03,1013.56
32703,11261,Bank Transfer,2026-04-23,709.31
32704,20411,Cash,2024-08-25,1185.15
32705,13436,Cash,2024-04-22,1830.03
32706,29758,Credit Card,2026-07-05,490.63
32707,14518,PayPal,2024-10-17,3536.13
32708,22325,Credit Card,2025-04-30,170.19
32709,30950,PayPal,2025-01-20,1349.94
32710,26462,Debit Card,2025-05-03,885.8
32711,34398,Bank Transfer,2025-01-16,1765.23
32712,49723,Debit Card,2025-01-20,4322.44
32713,37090,Bank Transfer,2025-06-16,877.85
32714,7913,PayPal,2025-03-25,3629.37
32715,24780,Debit Card,2025-03-02,3835.42
32716,30261,Credit Card,2024-05-09,287.57
32717,49603,Bank Transfer,2024-06-22,3303.71
32718,23757,Bank Transfer,2025-07-22,1538.5
32719,29667,Credit Card,2025-05-17,4961.06
32720,9732,Bank Transfer,2026-02-24,2608.96
32721,3019,Bank Transfer,2025-02-02,268.3
32722,42168,Cash,2026-06-17,4683.81
32723,11980,Debit Card,2026-06-29,3987.78
32724,24847,Debit Card,2025-01-29,1147.54
32725,36440,Debit Card,2026-05-12,1395.46
32726,33272,Cash,2024-03-14,2823.38
32727,41816,PayPal,2025-05-26,687.06
32728,34088,Debit Card,2026-08-24,3558.87
32729,49099,Credit Card,2024-09-27,4837.03
32730,30145,Debit Card,2026-08-27,3993.11
32731,22127,Cash,2025-06-01,4538.88
32732,9526,PayPal,2024-07-23,284.77
32733,27396,PayPal,2026-05-09,917.08
32734,47236,Credit Card,2025-03-22,3921.26
32735,34606,PayPal,2024-04-17,4436.81
32736,49652,Debit Card,2024-09-13,3461.55
32737,24142,Credit Card,2024-06-08,2293.64
32738,31230,Debit Card,2024-07-27,282.15
32739,2031,Debit Card,2026-01-07,4353.57
32740,8954,Cash,2025-08-12,2857.97
32741,14918,Bank Transfer,2025-11-12,4713.09
32742,11201,Cash,2024-05-24,890.46
32743,23197,PayPal,2026-02-08,3505.11
32744,17185,Credit Card,2026-03-16,253.56
32745,21171,Credit Card,2025-10-19,4177.72
32746,8513,Debit Card,2024-09-19,1776.15
32747,31944,Cash,2024-12-22,1061.05
32748,47016,Bank Transfer,2024-04-09,752.33
32749,20997,Credit Card,2025-01-14,3314.83
32750,20735,Debit Card,2026-03-26,4942.72
32751,6850,PayPal,2024-04-28,4757.54
32752,2147,Cash,2026-05-13,661.68
32753,46720,Cash,2024-11-22,4835.87
32754,21555,PayPal,2026-07-07,254.64
32755,4639,Cash,2026-09-04,3486.93
32756,19507,PayPal,2024-03-08,880.49
32757,20073,Credit Card,2024-09-16,1497.84
32758,33588,Credit Card,2026-08-15,4311.12
32759,4250,Credit Card,2024-12-24,109.59
32760,33874,Bank Transfer,2025-03-28,2259.97
32761,42925,Debit Card,2025-02-06,985.45
32762,21644,Bank Transfer,2025-06-16,3926.03
32763,32707,Bank Transfer,2025-05-24,3259.49
32764,18938,PayPal,2025-02-08,459.9
32765,19512,Bank Transfer,2025-09-13,4114.75
32766,35654,Credit Card,2024-11-19,2108.92
32767,89,Debit Card,2025-02-05,4361.83
32768,8145,Cash,2024-02-13,2661.12
32769,7614,Debit Card,2024-02-15,151.38
32770,12936,PayPal,2025-12-04,2512.3
32771,23493,Cash,2024-09-30,1411.23
32772,41930,Cash,2024-09-28,4733.02
32773,40938,Debit Card,2024-02-07,4570.96
32774,46169,Bank Transfer,2024-08-18,2896.71
32775,15272,PayPal,2025-11-27,3500.14
32776,46850,Credit Card,2024-11-20,4502.69
32777,45737,Bank Transfer,2026-05-06,3415.75
32778,18906,Cash,2024-08-24,282.9
32779,10263,Bank Transfer,2026-03-17,154.97
32780,26747,Cash,2024-08-11,3848.63
32781,41547,Debit Card,2024-05-01,40.19
32782,39814,Cash,2024-11-19,293.24
32783,17363,PayPal,2026-01-01,3131.12
32784,21491,Debit Card,2026-04-25,2993.29
32785,20939,Credit Card,2024-02-25,4780.59
32786,22751,Debit Card,2024-11-28,2313.71
32787,22292,Bank Transfer,2026-02-01,2136.62
32788,1546,Debit Card,2025-08-14,4980.03
32789,48759,Debit Card,2026-03-31,3264.09
32790,36294,Credit Card,2025-12-20,2741.18
32791,31182,Debit Card,2025-09-01,1304.56
32792,29655,Bank Transfer,2025-09-13,687.03
32793,24150,Bank Transfer,2024-01-08,2491.25
32794,6733,Debit Card,2024-08-12,4468.84
32795,35111,PayPal,2024-08-03,1433.79
32796,40342,Debit Card,2024-04-11,62.27
32797,29769,Cash,2024-02-21,3118.24
32798,33350,PayPal,2026-06-30,2320.63
32799,26133,Credit Card,2024-09-05,2322.47
32800,7051,Credit Card,2024-11-25,2205.91
32801,5190,Debit Card,2026-07-14,133.96
32802,15675,Bank Transfer,2025-12-18,4836.85
32803,34372,PayPal,2026-07-11,2254.2
32804,20125,Credit Card,2025-10-30,3361.27
32805,12448,Credit Card,2025-05-09,1997.09
32806,32386,Debit Card,2024-09-11,1633.37
32807,28482,Debit Card,2025-08-11,2335.63
32808,15230,Debit Card,2025-04-20,176.32
32809,41668,Credit Card,2024-03-22,2010.65
32810,2731,Cash,2024-11-01,2512.26
32811,5041,Debit Card,2024-02-13,3152.16
32812,37180,Cash,2024-07-16,788.55
32813,15143,Credit Card,2025-04-02,3383.67
32814,7669,Cash,2025-11-29,1567.06
32815,36819,Debit Card,2026-07-05,4277.26
32816,12400,Credit Card,2026-02-28,2685.97
32817,12224,Credit Card,2024-01-22,2461.49
32818,21361,Credit Card,2026-02-21,2267.53
32819,4292,Credit Card,2025-09-12,2967.14
32820,36130,Bank Transfer,2025-03-07,239.32
32821,44528,Credit Card,2024-04-12,2823.07
32822,47859,Debit Card,2024-05-02,1376.51
32823,34903,Bank Transfer,2024-09-25,446.13
32824,3789,Credit Card,2025-05-04,2200.1
32825,25489,PayPal,2026-02-02,4962.45
32826,10118,PayPal,2026-08-11,4572.9
32827,39667,PayPal,2025-10-07,1080.85
32828,27199,Debit Card,2024-04-17,1243.31
32829,42386,Credit Card,2024-08-16,3007.19
32830,43660,Credit Card,2025-05-21,526.41
32831,1865,Debit Card,2024-10-21,2819.13
32832,781,Credit Card,2024-07-03,4788.93
32833,21248,PayPal,2026-03-01,272.32
32834,19039,PayPal,2024-03-04,4570.36
32835,31764,Cash,2024-05-18,4784.19
32836,32149,Cash,2025-12-10,3634.53
32837,10925,Credit Card,2024-09-06,862.51
32838,15638,PayPal,2025-05-14,1378.85
32839,38687,PayPal,2024-02-22,439.27
32840,16215,PayPal,2024-06-06,3125.78
32841,25526,Credit Card,2026-03-09,2280.7
32842,17205,Credit Card,2024-12-19,2448.01
32843,18823,Debit Card,2024-11-03,2637.37
32844,328,Credit Card,2025-07-13,1968.47
32845,11296,Credit Card,2025-08-13,4351.4
32846,48858,Bank Transfer,2025-02-17,2705.83
32847,15616,Debit Card,2026-09-15,3259.51
32848,3020,Cash,2024-11-25,829.96
32849,26737,Debit Card,2025-01-24,1633.95
32850,27686,Cash,2026-05-15,3335.38
32851,16216,PayPal,2024-01-07,2475.61
32852,41002,Bank Transfer,2025-03-23,2213.98
32853,40874,Bank Transfer,2026-04-07,3243.71
32854,39871,PayPal,2026-05-30,3415.89
32855,32971,Debit Card,2026-03-24,233.37
32856,28118,Bank Transfer,2026-04-14,434.15
32857,31781,PayPal,2025-03-30,4089.37
32858,2159,Debit Card,2024-10-27,1523.05
32859,10086,Debit Card,2025-12-16,3746.55
32860,31656,Debit Card,2024-10-10,1570.75
32861,37812,Debit Card,2025-01-21,3582.97
32862,5444,PayPal,2025-09-03,3908.32
32863,7776,Bank Transfer,2026-04-07,4531.31
32864,21327,Credit Card,2024-05-28,2793.0
32865,19496,Bank Transfer,2024-05-08,3009.36
32866,36831,Credit Card,2025-07-03,1901.6
32867,47697,Debit Card,2026-06-29,2942.04
32868,5796,Bank Transfer,2024-05-19,4949.45
32869,37451,Credit Card,2026-03-01,4003.09
32870,1208,PayPal,2026-05-01,1362.29
32871,41311,Cash,2024-07-11,3106.33
32872,17565,Bank Transfer,2024-07-04,2022.52
32873,34632,Debit Card,2025-07-07,4106.24
32874,14096,Bank Transfer,2026-08-31,1476.18
32875,47820,Bank Transfer,2026-07-18,4820.86
32876,42956,PayPal,2025-07-04,4145.21
32877,15501,Bank Transfer,2025-01-27,4007.88
32878,39562,Credit Card,2026-02-14,3939.09
32879,44083,PayPal,2026-07-01,358.13
32880,13772,Cash,2026-06-02,2143.15
32881,4794,Debit Card,2025-06-23,2793.78
32882,13369,Debit Card,2024-02-13,2805.48
32883,4133,Credit Card,2025-04-29,2042.14
32884,34298,Credit Card,2026-05-13,3794.7
32885,33991,Bank Transfer,2025-01-11,793.71
32886,4465,PayPal,2026-07-21,4672.84
32887,41336,PayPal,2026-01-29,3085.3
32888,44205,Debit Card,2025-10-13,2205.03
32889,13732,Credit Card,2025-10-27,209.12
32890,46222,PayPal,2024-02-10,4396.72
32891,40051,Cash,2025-10-14,465.35
32892,33049,Cash,2024-04-08,451.25
32893,41781,PayPal,2025-10-29,4385.4
32894,30490,Cash,2025-06-14,2558.87
32895,35095,Cash,2024-10-17,4834.1
32896,27895,Bank Transfer,2025-05-02,1422.87
32897,33181,Debit Card,2024-07-06,596.12
32898,47319,Cash,2024-10-27,3968.52
32899,47563,Cash,2026-05-08,1127.29
32900,25995,Bank Transfer,2025-03-03,3396.02
32901,41951,Bank Transfer,2024-11-03,76.15
32902,39485,Bank Transfer,2025-03-29,1086.42
32903,34010,PayPal,2024-07-19,1748.8
32904,13063,Cash,2024-03-29,1871.17
32905,15193,Debit Card,2024-06-26,2382.82
32906,37078,Credit Card,2026-05-30,1969.03
32907,47088,Bank Transfer,2024-10-21,2790.33
32908,25441,Credit Card,2024-02-25,820.59
32909,41430,PayPal,2025-08-17,4080.28
32910,35917,Credit Card,2025-07-04,3705.36
32911,33961,Credit Card,2025-10-04,3906.74
32912,6709,Credit Card,2024-10-26,1865.46
32913,48755,Credit Card,2026-05-28,1254.85
32914,41075,PayPal,2024-05-05,4040.6
32915,20319,Credit Card,2026-06-03,3848.27
32916,5070,Bank Transfer,2024-04-25,3654.06
32917,29624,Bank Transfer,2025-11-05,2094.12
32918,2608,PayPal,2024-05-14,1484.25
32919,48252,PayPal,2025-05-02,3783.15
32920,16524,Cash,2026-06-17,1473.8
32921,21953,Bank Transfer,2024-03-21,3575.34
32922,49273,Bank Transfer,2024-05-19,720.52
32923,35199,Credit Card,2025-07-22,3325.66
32924,8687,Credit Card,2025-03-19,268.3
32925,20982,PayPal,2024-06-17,4562.31
32926,3802,PayPal,2024-06-05,1833.2
32927,24574,Bank Transfer,2026-06-24,4963.0
32928,37412,PayPal,2026-05-05,517.52
32929,37287,Debit Card,2024-04-03,4213.76
32930,30864,Debit Card,2025-11-01,578.25
32931,23088,Cash,2025-11-17,1725.11
32932,14437,Credit Card,2026-07-23,1585.11
32933,6384,Credit Card,2025-06-27,3287.93
32934,34725,Bank Transfer,2025-12-07,2754.19
32935,13358,Debit Card,2026-06-27,2356.01
32936,19229,Credit Card,2024-06-18,3569.49
32937,32710,PayPal,2024-07-30,3414.44
32938,41813,Cash,2025-09-12,366.31
32939,42484,Bank Transfer,2024-12-30,2317.65
32940,38790,Cash,2024-01-02,3361.98
32941,31015,Debit Card,2026-04-02,1346.23
32942,14071,PayPal,2024-06-28,1740.58
32943,8935,Bank Transfer,2024-07-17,3856.44
32944,345,PayPal,2026-08-05,4865.34
32945,48875,Bank Transfer,2025-09-29,2562.63
32946,27454,PayPal,2025-05-18,2611.33
32947,47269,Cash,2025-02-05,3409.03
32948,7561,Debit Card,2024-11-17,895.69
32949,44555,Bank Transfer,2025-07-16,3028.48
32950,6807,Credit Card,2024-02-21,1904.49
32951,22503,Bank Transfer,2024-08-27,3478.89
32952,1203,PayPal,2024-12-15,3024.93
32953,47012,Cash,2024-02-13,3153.59
32954,14733,PayPal,2026-03-13,1526.84
32955,8068,PayPal,2025-01-15,2886.6
32956,37592,Cash,2024-05-07,226.02
32957,17681,Bank Transfer,2026-06-11,597.68
32958,32612,Cash,2024-03-13,2937.33
32959,34951,Bank Transfer,2025-09-24,1383.03
32960,49780,Bank Transfer,2026-09-02,4799.63
32961,23709,Bank Transfer,2024-01-20,3052.25
32962,36098,Debit Card,2025-05-24,1229.07
32963,28951,Credit Card,2024-06-26,970.71
32964,33795,Credit Card,2025-09-26,3886.47
32965,13419,Credit Card,2025-06-01,3143.76
32966,47344,Credit Card,2026-08-11,4488.3
32967,41143,Bank Transfer,2024-09-21,4883.53
32968,26886,Credit Card,2026-06-27,3036.31
32969,21623,Bank Transfer,2025-05-21,4133.2
32970,2876,Debit Card,2024-08-10,2813.12
32971,48703,Bank Transfer,2024-07-03,3609.46
32972,7945,Debit Card,2026-03-06,1484.24
32973,1102,Credit Card,2025-07-21,4495.12
32974,834,Credit Card,2026-03-21,2170.72
32975,12935,Bank Transfer,2024-09-18,4715.07
32976,30352,Cash,2024-11-09,2093.23
32977,17990,PayPal,2025-03-25,1656.57
32978,5718,Bank Transfer,2025-02-23,1652.21
32979,39724,Bank Transfer,2026-05-02,3614.25
32980,21126,Debit Card,2025-08-19,1902.33
32981,15648,Credit Card,2026-01-27,3381.5
32982,96,Bank Transfer,2024-06-21,3984.44
32983,42491,Credit Card,2026-04-28,4596.9
32984,27158,PayPal,2025-06-05,739.28
32985,11052,Cash,2025-07-30,3440.55
32986,22006,PayPal,2025-11-29,1951.18
32987,14157,Cash,2024-09-03,1202.61
32988,11809,PayPal,2026-08-02,4350.43
32989,30381,Debit Card,2024-11-25,1960.9
32990,48646,PayPal,2026-01-27,2276.49
32991,13608,Credit Card,2024-10-03,4767.71
32992,19015,Cash,2024-06-18,1533.08
32993,42549,Cash,2026-03-16,2948.43
32994,3283,Credit Card,2026-03-30,4164.62
32995,16397,Bank Transfer,2024-10-14,4295.71
32996,8708,Cash,2026-08-07,3375.93
32997,6074,Bank Transfer,2026-05-28,2769.62
32998,20888,Cash,2024-08-23,1317.26
32999,10056,Credit Card,2024-03-19,4524.2
33000,34687,Cash,2024-12-02,2690.83
33001,37768,Bank Transfer,2024-04-13,1285.03
33002,39123,PayPal,2026-05-10,327.72
33003,40436,Cash,2025-10-17,2016.79
33004,47654,Credit Card,2024-12-06,1818.53
33005,13920,Cash,2026-04-14,4217.29
33006,46479,Credit Card,2025-02-01,1069.05
33007,48181,Credit Card,2025-05-28,2817.61
33008,18946,PayPal,2024-04-23,3091.21
33009,38525,PayPal,2024-08-15,1162.66
33010,28202,Cash,2026-06-22,1274.57
33011,28497,Credit Card,2024-01-22,624.41
33012,36834,Credit Card,2026-01-06,4709.0
33013,8896,Cash,2026-03-01,1352.4
33014,5665,Debit Card,2024-12-31,2471.68
33015,24354,Cash,2024-07-21,639.24
33016,18529,Cash,2025-09-07,3055.56
33017,49370,Bank Transfer,2024-04-29,3346.65
33018,25351,Debit Card,2026-06-04,4839.82
33019,12720,Credit Card,2024-01-11,1072.03
33020,43191,PayPal,2026-07-10,1790.57
33021,20143,Credit Card,2024-02-25,4132.22
33022,36677,Cash,2024-09-17,4838.02
33023,10652,Cash,2025-12-16,1042.27
33024,27483,Credit Card,2025-06-19,3552.64
33025,2319,PayPal,2025-12-16,1309.14
33026,14892,Bank Transfer,2024-06-21,4057.5
33027,37019,PayPal,2024-11-24,3712.95
33028,10944,Debit Card,2026-04-11,22.14
33029,6497,Bank Transfer,2025-09-07,1576.46
33030,8927,Debit Card,2025-03-16,2627.91
33031,27698,Credit Card,2024-12-06,1784.02
33032,10289,PayPal,2025-02-28,1542.47
33033,37715,PayPal,2024-10-31,869.14
33034,48179,Credit Card,2026-06-22,4710.74
33035,20678,Debit Card,2024-08-09,2410.67
33036,20156,Cash,2024-05-07,3147.24
33037,41539,Cash,2025-08-21,4847.19
33038,28990,Cash,2025-08-26,2939.99
33039,13883,Bank Transfer,2026-09-04,3623.78
33040,40277,Bank Transfer,2024-04-03,2279.59
33041,1093,Credit Card,2026-07-10,903.62
33042,6443,Bank Transfer,2024-08-25,1676.1
33043,44062,Cash,2026-08-12,1927.21
33044,17379,Credit Card,2025-03-09,2226.69
33045,27634,Debit Card,2026-06-27,2257.49
33046,23619,PayPal,2026-01-29,2352.17
33047,3800,Credit Card,2025-06-03,382.38
33048,128,Bank Transfer,2025-10-30,3762.61
33049,27602,Bank Transfer,2026-08-15,2711.26
33050,18190,Credit Card,2026-02-12,4781.25
33051,19801,PayPal,2025-07-13,1906.39
33052,17477,Credit Card,2026-07-31,2139.6
33053,25397,Cash,2025-11-18,3238.78
33054,22023,Cash,2025-01-03,1303.44
33055,34592,Cash,2025-11-21,3288.97
33056,6982,Cash,2024-02-01,2213.54
33057,39458,Credit Card,2024-04-08,1881.36
33058,16030,Credit Card,2025-01-27,106.97
33059,16676,Bank Transfer,2024-07-27,1690.64
33060,18779,Debit Card,2025-03-22,3687.26
33061,33839,Cash,2025-11-06,1450.21
